Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_travel_frequently,BusinessTravel_travel_rarely,Department_research & development,Department_sales,EducationField_life sciences,EducationField_marketing,EducationField_medical,EducationField_other,EducationField_technical degree,JobRole_human resources,JobRole_laboratory technician,JobRole_manager,JobRole_manufacturing director,JobRole_research director,JobRole_research scientist,JobRole_sales executive,JobRole_sales representative,MaritalStatus_married,MaritalStatus_single
23,0,310,10,1,1,784,1,1,79,4,1,3,3505,19630,1,y,0,18,3,4,80,0,2,3,3,2,2,0,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
47,1,719,27,2,1,785,2,0,77,4,2,3,6397,10339,4,y,1,12,3,4,80,0,8,2,3,5,4,1,3,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
36,0,1434,8,4,1,789,1,1,76,2,3,1,7587,14229,1,y,0,15,3,2,80,0,10,1,3,10,7,0,9,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
52,0,715,19,4,1,791,4,1,41,3,1,4,4258,26589,0,y,0,18,3,1,80,1,5,3,3,4,3,1,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
26,0,575,1,2,1,792,1,0,71,1,1,4,4364,5288,3,y,0,14,3,1,80,1,5,2,3,2,2,2,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
29,0,657,27,3,1,793,2,0,66,3,2,3,4335,25549,4,y,0,12,3,1,80,1,11,3,2,8,7,1,1,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
26,1,1146,8,3,1,796,4,1,38,2,2,1,5326,3064,6,y,0,17,3,3,80,0,6,2,2,4,3,1,2,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
34,0,182,1,4,1,797,2,0,72,4,1,4,3280,13551,2,y,0,16,3,3,80,0,10,2,3,4,2,1,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
27,0,829,8,1,1,800,3,1,84,3,2,4,4342,24008,0,y,0,19,3,2,80,1,5,3,3,4,2,1,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
37,0,571,10,1,1,802,4,0,82,3,1,1,2782,19905,0,y,1,13,3,2,80,2,6,3,2,5,3,4,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
34,0,121,2,4,1,804,3,0,86,2,1,1,4381,7530,1,y,0,11,3,3,80,0,6,3,3,6,5,1,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
35,0,384,8,4,1,805,1,0,72,3,1,4,2572,20317,1,y,0,16,3,2,80,1,3,1,2,3,2,0,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
34,0,1111,8,2,1,808,3,0,93,3,2,1,6500,13305,5,y,0,17,3,2,80,1,6,1,3,3,2,1,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
29,1,805,1,2,1,816,2,0,36,2,1,1,2319,6689,1,y,1,11,3,4,80,1,1,1,3,1,0,0,0,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
33,0,213,7,3,1,817,3,1,49,3,3,3,11691,25995,0,y,0,11,3,4,80,0,14,3,4,13,9,3,7,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
33,1,118,16,3,1,819,1,0,69,3,2,1,5324,26507,5,y,0,15,3,3,80,0,6,3,3,3,2,0,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
36,0,676,1,3,1,823,3,0,35,3,2,2,5228,23361,0,y,0,15,3,1,80,1,10,2,3,9,7,0,5,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
28,1,890,2,4,1,828,3,1,46,3,1,3,4382,16374,6,y,0,17,3,4,80,0,5,3,2,2,2,2,1,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
36,0,1041,13,3,1,829,3,1,36,3,1,2,2143,25527,4,y,0,13,3,2,80,1,8,2,3,5,2,0,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
45,0,252,2,3,1,834,2,0,95,2,1,3,2274,6153,1,y,0,14,3,4,80,0,1,3,3,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
38,0,471,12,3,1,837,1,1,45,2,2,1,6288,4284,2,y,0,15,3,3,80,1,13,3,2,4,3,1,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,0,702,16,4,1,838,3,0,100,2,1,4,2553,8306,1,y,0,16,3,3,80,0,6,3,3,5,2,1,3,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
27,0,269,5,1,1,844,3,1,42,2,3,4,12808,8842,1,y,1,16,3,2,80,1,9,3,3,9,8,0,8,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
34,0,829,3,2,1,847,3,1,88,3,1,4,3737,2243,0,y,0,19,3,3,80,1,4,1,1,3,2,0,2,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
26,1,887,5,2,1,848,3,0,88,2,1,3,2366,20898,1,y,1,14,3,1,80,1,8,2,3,8,7,1,7,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
25,0,180,2,1,1,854,1,1,65,4,1,1,3424,21632,7,y,0,13,3,3,80,0,6,3,2,4,3,0,1,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
35,0,1343,27,1,1,856,3,0,53,2,1,1,2559,17852,1,y,0,11,3,4,80,0,6,3,2,6,5,1,1,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
36,0,928,1,2,1,857,2,1,56,3,2,4,6201,2823,1,y,1,14,3,4,80,1,18,1,2,18,14,4,11,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
32,0,117,13,4,1,859,2,1,73,3,2,4,4403,9250,2,y,0,11,3,3,80,1,8,3,2,5,2,0,3,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
45,0,930,9,3,1,864,4,1,74,3,3,1,10761,19239,4,y,1,12,3,3,80,1,18,2,3,5,4,0,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
32,0,638,8,2,1,865,3,0,91,4,2,3,5175,22162,5,y,0,12,3,3,80,1,9,3,2,5,3,1,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
37,0,342,16,4,1,868,4,1,66,2,2,3,6334,24558,4,y,0,19,3,4,80,2,9,2,3,1,0,0,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
42,0,1271,2,1,1,875,2,1,35,3,1,4,2515,9068,5,y,1,14,3,4,80,0,8,2,3,2,1,2,2,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
25,0,141,3,1,1,879,3,1,98,3,2,1,4194,14363,1,y,1,18,3,4,80,0,5,3,3,5,3,0,3,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
32,0,300,1,3,1,882,4,1,61,3,1,4,2314,9148,0,y,0,12,3,2,80,1,4,2,3,3,0,0,2,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
25,0,583,4,1,1,885,3,1,87,2,2,1,4256,18154,1,y,0,12,3,1,80,0,5,1,4,5,2,0,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
49,0,1418,1,3,1,887,3,0,36,3,1,1,3580,10554,2,y,0,16,3,2,80,1,7,2,3,4,2,0,2,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
24,0,1269,4,1,1,888,1,1,46,2,1,4,3162,10778,0,y,0,17,3,4,80,0,6,2,2,5,2,3,4,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
32,0,379,5,2,1,889,2,1,48,3,2,2,6524,8891,1,y,0,14,3,4,80,1,10,3,3,10,8,5,3,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
38,0,395,9,3,1,893,2,1,98,2,1,2,2899,12102,0,y,0,19,3,4,80,1,3,3,3,2,2,1,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
42,0,1265,3,3,1,894,3,0,95,4,2,4,5231,23726,2,y,1,13,3,2,80,1,17,1,2,5,3,1,3,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
31,0,1222,11,4,1,895,4,1,48,3,1,4,2356,14871,3,y,1,19,3,2,80,1,8,2,3,6,4,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
35,0,672,25,3,1,899,4,1,78,2,3,2,10903,9129,3,y,0,16,3,1,80,0,16,2,3,13,10,4,8,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
37,0,1231,21,2,1,900,3,0,54,3,1,4,2973,21222,5,y,0,15,3,2,80,1,10,3,3,5,4,0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
43,0,422,1,3,1,902,4,0,33,3,2,4,5562,21782,4,y,0,13,3,2,80,1,12,2,2,5,2,2,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
37,0,1252,19,2,1,904,1,1,32,3,3,2,7642,4814,1,y,1,13,3,4,80,0,10,2,3,10,0,0,9,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
39,0,1383,2,3,1,909,4,0,42,2,2,4,5204,7790,8,y,0,11,3,3,80,2,13,2,3,5,4,0,4,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
33,0,1075,3,2,1,910,4,1,57,3,1,2,2277,22650,3,y,1,11,3,3,80,1,7,4,4,4,3,0,3,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
28,0,821,5,4,1,916,1,1,98,3,2,4,4908,24252,1,y,0,14,3,2,80,0,4,3,3,4,2,0,2,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
20,1,500,2,3,1,922,3,0,49,2,1,3,2044,22052,1,y,0,13,3,4,80,0,2,3,2,2,2,0,2,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
21,1,1427,18,1,1,923,4,0,65,3,1,4,2693,8870,1,y,0,19,3,1,80,0,1,3,2,1,0,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
36,0,1425,14,1,1,924,3,1,68,3,2,4,6586,4821,0,y,1,17,3,1,80,1,17,2,2,16,8,4,11,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
47,0,1454,2,4,1,925,4,0,65,2,1,4,3294,13137,1,y,1,18,3,1,80,0,3,3,2,3,2,1,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
22,1,617,3,1,1,926,2,0,34,3,2,3,4171,10022,0,y,1,19,3,1,80,1,4,3,4,3,2,0,2,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
41,1,1085,2,4,1,927,2,0,57,1,1,4,2778,17725,4,y,1,13,3,3,80,1,10,1,2,7,7,1,0,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
28,0,995,9,3,1,930,3,0,77,3,1,3,2377,9834,5,y,0,18,3,2,80,1,6,2,3,2,2,2,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
27,0,618,4,3,1,933,2,0,76,3,1,3,2318,17808,1,y,0,19,3,3,80,0,1,2,3,1,1,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
34,0,546,10,3,1,934,2,1,83,3,1,2,2008,6896,1,y,0,14,3,2,80,2,1,3,3,1,0,1,0,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
33,0,1198,1,4,1,939,3,1,100,2,1,1,2799,3339,3,y,1,11,3,2,80,0,6,1,3,3,2,0,2,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
31,0,154,7,4,1,941,2,1,41,2,1,3,2329,11737,3,y,0,15,3,2,80,0,13,2,4,7,7,5,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
48,0,1469,20,4,1,945,4,1,51,3,1,3,2259,5543,4,y,0,17,3,1,80,2,13,2,2,0,0,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
31,0,1188,20,2,1,947,4,0,45,3,2,3,6932,24406,1,y,0,13,3,4,80,1,9,2,2,9,8,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
38,0,1333,1,3,1,950,4,0,80,3,3,1,13582,16292,1,y,0,13,3,2,80,1,15,3,3,15,12,5,11,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
40,0,658,10,4,1,954,1,1,67,2,3,2,9705,20652,2,y,0,12,3,2,80,1,11,2,2,1,0,0,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
26,0,1283,1,3,1,956,3,1,52,2,2,1,4294,11148,1,y,0,12,3,2,80,0,7,2,3,7,7,0,7,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
19,1,419,21,3,1,959,4,1,37,2,1,2,2121,9947,1,y,1,13,3,2,80,0,1,3,4,1,0,0,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
20,1,129,4,3,1,960,1,1,84,3,1,1,2973,13008,1,y,0,19,3,2,80,0,1,2,3,1,0,0,0,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
40,0,1469,9,4,1,964,4,1,35,3,1,2,3617,25063,8,y,1,14,3,4,80,1,3,2,3,1,1,0,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
33,0,1069,1,3,1,969,2,0,42,2,2,4,6949,12291,0,y,0,14,3,1,80,0,6,3,3,5,0,1,4,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
35,0,1219,18,3,1,975,3,0,86,3,2,3,4601,6179,1,y,0,16,3,2,80,0,5,3,3,5,2,1,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
38,0,152,10,3,1,983,3,0,85,3,2,4,5666,19899,1,y,1,13,3,2,80,0,6,1,3,5,3,1,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
35,0,882,3,4,1,984,4,1,92,3,3,4,7823,6812,6,y,0,13,3,2,80,1,12,2,3,10,9,0,8,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
39,0,903,2,5,1,985,1,1,41,4,3,3,7880,2560,0,y,0,18,3,4,80,0,9,3,3,8,7,0,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
40,1,1479,24,3,1,986,2,0,100,4,4,2,13194,17071,4,y,1,16,3,4,80,0,22,2,2,1,0,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
36,0,1229,8,4,1,990,1,1,84,3,2,4,5079,25952,4,y,0,13,3,4,80,2,12,3,3,7,7,0,7,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
33,0,461,13,1,1,995,2,0,53,3,1,4,3452,17241,3,y,0,18,3,1,80,0,5,4,3,3,2,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
45,0,974,1,4,1,996,4,0,91,3,1,4,2270,11005,3,y,0,14,3,4,80,2,8,2,3,5,3,0,2,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
33,0,827,1,4,1,998,3,0,84,4,2,2,5488,20161,1,y,1,13,3,1,80,1,6,2,3,6,5,1,2,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
45,0,248,23,2,1,1002,4,1,42,3,2,1,3633,14039,1,y,1,15,3,3,80,1,9,2,3,9,8,0,8,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
30,1,138,22,3,1,1004,1,0,48,3,1,3,2132,11539,4,y,1,11,3,2,80,0,7,2,3,5,2,0,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
50,0,939,24,3,1,1005,4,1,95,3,4,3,13973,4161,3,y,1,18,3,4,80,1,22,2,3,12,11,1,5,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
46,0,566,7,2,1,1007,4,1,75,3,3,3,10845,24208,6,y,0,13,3,2,80,1,13,3,3,8,7,0,7,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
31,0,853,1,1,1,1011,3,0,96,3,2,1,4148,11275,1,y,0,12,3,3,80,1,4,1,3,4,3,0,3,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
18,0,287,5,2,1,1012,2,1,73,3,1,4,1051,13493,1,y,0,15,3,4,80,0,0,2,3,0,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
54,0,1441,17,3,1,1013,3,0,56,3,3,3,10739,13943,8,y,0,11,3,3,80,1,22,2,3,10,7,0,8,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
20,1,1097,11,3,1,1016,4,0,98,2,1,1,2600,18275,1,y,1,15,3,1,80,0,1,2,3,1,0,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
30,1,109,5,3,1,1017,2,0,60,3,1,2,2422,25725,0,y,0,17,3,1,80,0,4,3,3,3,2,1,2,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
26,0,1066,2,2,1,1018,4,1,32,4,2,4,5472,3334,1,y,0,12,3,2,80,0,8,2,3,8,7,1,3,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
22,0,217,8,1,1,1019,2,1,94,1,1,1,2451,6881,1,y,0,15,3,1,80,1,4,3,2,4,3,1,1,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
27,0,1055,2,4,1,1027,1,0,47,3,2,4,4227,4658,0,y,0,18,3,2,80,1,4,2,3,3,2,2,2,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
37,1,1141,11,2,1,1033,1,0,61,1,2,2,4777,14382,5,y,0,15,3,1,80,0,15,2,1,1,0,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
38,0,1035,3,4,1,1036,2,1,42,3,2,4,6861,4981,8,y,1,12,3,3,80,0,19,1,3,1,0,0,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
33,0,1038,8,1,1,1044,2,0,88,2,1,4,2342,21437,0,y,0,19,3,4,80,0,3,2,2,2,2,2,2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
34,0,216,1,4,1,1047,2,1,75,4,2,4,9725,12278,0,y,0,11,3,4,80,1,16,2,2,15,1,0,9,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
59,0,1089,1,2,1,1048,2,1,66,3,3,4,11904,11038,3,y,1,14,3,3,80,1,14,1,1,6,4,0,4,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
45,0,788,24,4,1,1049,2,1,36,3,1,2,2177,8318,1,y,0,16,3,1,80,0,6,3,3,6,3,0,4,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
36,1,660,15,3,1,1052,1,1,81,3,2,3,4834,7858,7,y,0,14,3,2,80,1,9,3,2,1,0,0,0,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
26,1,342,2,3,1,1053,1,1,57,3,1,1,2042,15346,6,y,1,14,3,2,80,1,6,2,3,3,2,1,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
34,0,1333,10,4,1,1055,3,0,87,3,1,3,2220,18410,1,y,1,19,3,4,80,1,1,2,3,1,1,0,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
38,0,1186,3,4,1,1060,3,1,44,3,1,3,2821,2997,3,y,0,16,3,1,80,1,8,2,3,2,2,2,2,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
37,0,124,3,3,1,1062,4,0,35,3,2,2,4107,13848,3,y,0,15,3,1,80,0,8,3,2,4,3,0,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
56,0,1240,9,3,1,1071,1,0,63,3,1,3,2942,12154,2,y,0,19,3,2,80,1,18,4,3,5,4,0,3,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
20,1,769,9,3,1,1077,4,0,54,3,1,4,2323,17205,1,y,1,14,3,2,80,0,2,3,3,2,2,0,2,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
28,1,1366,24,2,1,1082,2,1,72,2,3,1,8722,12355,1,y,0,12,3,1,80,0,10,2,2,10,7,1,9,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
26,0,192,1,2,1,1083,1,1,59,2,1,1,3955,11141,1,y,0,16,3,1,80,2,6,2,3,5,3,1,3,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
30,0,1176,20,3,1,1084,3,1,85,3,2,1,9957,9096,0,y,0,15,3,3,80,1,7,1,2,6,2,0,2,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
41,0,509,7,2,1,1085,2,0,43,4,1,3,3376,18863,1,y,0,13,3,3,80,0,10,3,3,10,6,0,8,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
55,0,1091,2,1,1,1096,4,1,65,3,3,2,10976,15813,3,y,0,18,3,2,80,1,23,4,3,3,2,1,2,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
28,0,857,10,3,1,1097,3,0,59,3,2,3,3660,7909,3,y,0,13,3,4,80,0,10,4,4,8,7,1,7,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
33,0,654,5,3,1,1099,4,1,34,2,3,4,7119,21214,4,y,0,15,3,3,80,1,9,2,3,3,2,1,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,0,618,3,1,1,1103,1,1,45,3,2,4,7756,22266,0,y,0,17,3,3,80,0,7,1,2,6,2,0,4,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
25,1,1219,4,1,1,1106,4,1,32,3,1,4,3691,4605,1,y,1,15,3,2,80,1,7,3,4,7,7,5,6,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
28,1,1009,1,3,1,1111,1,1,45,2,1,2,2596,7160,1,y,0,15,3,1,80,2,1,2,3,1,0,0,0,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
50,1,959,1,4,1,1113,4,1,81,3,2,3,4728,17251,3,y,1,14,3,4,80,0,5,4,3,0,0,0,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
33,0,970,7,3,1,1114,4,0,30,3,2,2,4302,13401,0,y,0,17,3,3,80,1,4,3,3,3,2,0,2,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
52,0,994,7,4,1,1118,2,1,87,3,3,2,10445,15322,7,y,0,19,3,4,80,0,18,4,3,8,6,4,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
38,0,770,10,4,1,1119,3,1,73,2,3,3,8740,5569,0,y,1,14,3,2,80,2,9,2,3,8,7,2,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
38,0,130,2,2,1,1125,4,1,32,3,3,2,7351,20619,7,y,0,16,3,3,80,0,10,2,3,1,0,0,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
43,0,1082,27,3,1,1126,3,0,83,3,3,1,10820,11535,8,y,0,11,3,3,80,1,18,1,3,8,7,0,1,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
31,0,793,20,3,1,1135,3,1,67,4,1,4,2791,21981,0,y,0,12,3,1,80,1,3,4,3,2,2,2,2,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
28,0,1451,2,1,1,1136,1,1,67,2,1,2,3201,19911,0,y,0,17,3,1,80,0,6,2,1,5,3,0,4,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
35,0,1182,11,2,1,1137,4,1,54,3,2,4,4968,18500,1,y,0,11,3,4,80,1,5,3,3,5,2,0,2,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
49,0,174,8,4,1,1138,4,1,56,2,4,2,13120,11879,6,y,0,17,3,2,80,1,22,3,3,9,8,2,3,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
34,0,1003,2,2,1,1140,4,1,95,3,2,3,4033,15834,2,y,0,11,3,4,80,0,5,3,2,3,2,0,2,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
29,0,490,10,3,1,1143,4,0,61,3,1,2,3291,17940,0,y,0,14,3,4,80,2,8,2,2,7,5,1,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
42,0,188,29,3,1,1148,2,1,56,1,2,4,4272,9558,4,y,0,19,3,1,80,0,16,3,3,1,0,0,0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
29,0,718,8,1,1,1150,2,1,79,2,2,4,5056,17689,1,y,1,15,3,3,80,1,10,2,2,10,7,1,2,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
38,0,433,1,3,1,1152,3,1,37,4,1,3,2844,6004,1,y,0,13,3,4,80,1,7,2,4,7,6,5,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
28,0,773,6,3,1,1154,3,1,39,2,1,3,2703,22088,1,y,1,14,3,4,80,1,3,2,3,3,1,0,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
33,1,603,9,4,1,1157,1,0,77,3,2,1,8224,18385,0,y,1,17,3,1,80,0,6,3,3,5,2,0,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
41,0,167,12,4,1,1158,2,1,46,3,1,4,4766,9051,3,y,1,11,3,1,80,1,6,4,3,1,0,0,0,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
37,0,367,25,2,1,1161,3,0,52,2,2,4,5731,17171,7,y,0,13,3,3,80,2,9,2,3,6,2,1,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
35,0,528,8,4,1,1164,3,1,100,3,1,3,4323,7108,1,y,0,17,3,2,80,0,6,2,1,5,4,1,4,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
29,1,408,23,1,1,1165,4,0,45,2,3,1,7336,11162,1,y,0,13,3,1,80,1,11,3,1,11,8,3,10,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
